image_number,nuclei_object_number,center_x,center_y,major_axis_length,minor_axis_length,orientation
8,12,97.84444444444436,440.7999999999996,24.190389443328375,18.08175816546254,-25.724691744764144
8,13,789.4483829895594,454.12104660045816,57.99076625121282,24.017734125692957,-69.57614057938109
8,14,412.291705571117,465.5449735449733,54.193221672559964,16.46579942365443,-48.56922811500238
8,16,1017.524433426909,552.4773017144532,49.12921338734571,21.218882339434643,60.85767490531852
8,17,659.5833333333334,622.75,54.55092551765742,21.01590261482917,-18.0277999224665
8,18,339.0177521386638,641.9408307480046,52.630864159023226,49.750113314012104,-4.948927492830563
8,21,250.6127840779372,690.3442174362355,32.038746738395155,27.287223289820037,77.88441653239005
8,22,642.6,690.2,83.46045436284078,17.77137782647398,-47.98142543686043
8,24,1197.3891156462573,723.895238095238,19.135142138307224,12.827507586664245,41.169554725093974
8,26,171.76747191039942,730.6239308145558,61.38999785910052,33.43320510426536,34.376824543574244
8,27,564.8790854300837,788.5172880442358,43.92577444556647,27.651074361917004,-68.71187356444882
8,29,816.5802301090381,805.2576618536501,45.04449158531156,29.413492691715337,89.2454988608821
8,30,445.5334455040265,816.7451379865431,58.059549791180196,26.07562130275038,63.66665714294899
9,1,75.29166666666666,60.685416666666654,22.34244495074004,11.161253572240973,-69.3315381690795
9,6,39.348282153723176,161.72261075641927,36.10895060231993,19.67364545975921,73.7111107838721
9,7,363.1970815468421,204.7306313760823,36.486502784021454,21.493580899018138,10.30143635022965
9,8,502.1472250737415,253.1474316193064,58.95679464358175,35.74351447349631,89.29388503935557
